priority_rank,game_name,game_url,canonical_game_key,missing_rank_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,first_observed_play_count_date,first_observed_play_count_source,page_gap_status,metrics_status,exact_metrics_endpoint_count,exact_metrics_cdx_rows,exact_metrics_cached_endpoint_count,exact_metrics_missing_cache_count,exact_metrics_first_cdx_date,exact_metrics_last_cdx_date,exact_metrics_cdx_rows_in_missing_window,exact_metrics_sampled_rows_in_missing_window,exact_metrics_parsed_rows,exact_metrics_first_parsed_date,exact_metrics_first_parsed_plays,exact_metrics_gap_status,side_endpoint_observations,side_endpoint_cdx_hit_observations,side_endpoint_rows_in_missing_window,side_endpoint_parsed_rows,developer_list_observations,developer_list_rows_in_missing_window,recommended_next_action
70,Freeze Tag,http://www.kongregate.com/games/codenforjesus/freeze-tag,www.kongregate.com/games/codenforjesus/freeze-tag,1,1,2014-10-13,2014-10-13,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
71,March,http://www.kongregate.com/games/UncleBig2D/march,www.kongregate.com/games/unclebig2d/march,1,1,2014-10-18,2014-10-18,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
72,shieldshooting,http://www.kongregate.com/games/youugames/shieldshooting,www.kongregate.com/games/youugames/shieldshooting,1,1,2014-10-29,2014-10-29,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
73,Out Of Order,http://www.kongregate.com/games/bigmonkeyfactory/out-of-order,www.kongregate.com/games/bigmonkeyfactory/out-of-order,1,1,2014-10-31,2014-10-31,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
74,Minions Bejeweled,http://www.kongregate.com/games/wayak/minions-bejeweled,www.kongregate.com/games/wayak/minions-bejeweled,1,1,2014-11-11,2014-11-11,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
75,The Experimental Platformer (v1.2b7),http://www.kongregate.com/games/SilverMediaPro/the-experimental-platformer-v1-2b7,www.kongregate.com/games/silvermediapro/the-experimental-platformer-v1-2b7,1,1,2014-11-25,2014-11-25,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
76,The Monster Dash,http://www.kongregate.com/games/drakebrown987/the-monster-dash,www.kongregate.com/games/drakebrown987/the-monster-dash,1,1,2014-12-02,2014-12-02,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
77,Toeter Shooter,http://www.kongregate.com/games/idaniel95/toeter-shooter,www.kongregate.com/games/idaniel95/toeter-shooter,1,1,2014-12-10,2014-12-10,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
78,Guess the city2,http://www.kongregate.com/games/SandraKim/guess-the-city2,www.kongregate.com/games/sandrakim/guess-the-city2,1,1,2014-12-17,2014-12-17,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
79,Shooter Jet Crystal,http://www.kongregate.com/games/BrenetComics/shooter-jet-crystal,www.kongregate.com/games/brenetcomics/shooter-jet-crystal,1,1,2014-12-28,2014-12-28,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
80,Robo Jump,http://www.kongregate.com/games/paulp_ws/robo-jump,www.kongregate.com/games/paulp_ws/robo-jump,1,1,2014-12-30,2014-12-30,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
81,Cute Baby Girl Spring Outing,http://www.kongregate.com/games/showgirlgames/cute-baby-girl-spring-outing,www.kongregate.com/games/showgirlgames/cute-baby-girl-spring-outing,1,1,2015-04-01,2015-04-01,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
82,Alien Space Blaster 0.1,http://www.kongregate.com/games/TM_HeartGames/alien-space-blaster-0-1,www.kongregate.com/games/tm_heartgames/alien-space-blaster-0-1,1,1,2015-09-03,2015-09-03,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
83,Monster War Zone 3,http://www.kongregate.com/games/monsterplay999/monster-war-zone-3,www.kongregate.com/games/monsterplay999/monster-war-zone-3,1,1,2015-09-09,2015-09-09,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
84,uJet - Jetpack Controller Demonstration,http://www.kongregate.com/games/Vel_1828/ujet-jetpack-controller-demonstration,www.kongregate.com/games/vel_1828/ujet-jetpack-controller-demonstration,1,1,2015-09-14,2015-09-14,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
85,Funny Pets,http://www.kongregate.com/games/ggfdev/funny-pets,www.kongregate.com/games/ggfdev/funny-pets,1,1,2015-09-15,2015-09-15,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
86,Lost Viking,http://www.kongregate.com/games/xraymonx2/lost-viking,www.kongregate.com/games/xraymonx2/lost-viking,1,1,2015-09-23,2015-09-23,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
87,Cool battle,http://www.kongregate.com/games/inventor_123/cool-battle,www.kongregate.com/games/inventor_123/cool-battle,1,1,2015-09-30,2015-09-30,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
88,Alien survival Beta 2,http://www.kongregate.com/games/idknewname1/alien-survival-beta-2,www.kongregate.com/games/idknewname1/alien-survival-beta-2,1,1,2015-12-05,2015-12-05,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
89,Escape to Home,http://www.kongregate.com/games/Rarkahan/escape-to-home,www.kongregate.com/games/rarkahan/escape-to-home,1,1,2015-12-18,2015-12-18,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
90,Monster Love,http://www.kongregate.com/games/esthetix/monster-love,www.kongregate.com/games/esthetix/monster-love,1,1,2015-12-26,2015-12-26,2021-11-19,count_source_probe,,has_metrics,2,1,2,0,2021-11-19,2021-11-19,0,0,1,2021-11-19,10103,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
91,DanTDM Runner,http://www.kongregate.com/games/MichaelUP/dantdm-runner,www.kongregate.com/games/michaelup/dantdm-runner,1,1,2016-01-02,2016-01-02,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
92,New Traffic Jam City,http://www.kongregate.com/games/vitalitygames/new-traffic-jam-city,www.kongregate.com/games/vitalitygames/new-traffic-jam-city,1,1,2016-01-25,2016-01-25,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
93,Clash of the Races 5,http://www.kongregate.com/games/thegames8dotcom/clash-of-the-races-5,www.kongregate.com/games/thegames8dotcom/clash-of-the-races-5,1,1,2016-02-02,2016-02-02,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
94,Geoshape beta,http://www.kongregate.com/games/anarchiamgames/geoshape-beta,www.kongregate.com/games/anarchiamgames/geoshape-beta,1,1,2016-02-17,2016-02-17,2026-06-30,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
95,Space Breakout!,http://www.kongregate.com/games/mintteacup/space-breakout,www.kongregate.com/games/mintteacup/space-breakout,1,1,2016-02-28,2016-02-28,2023-05-20,count_source_probe,,has_metrics,2,1,2,0,2023-05-20,2023-05-20,0,0,1,2023-05-20,190,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
96,Roller Ball Plat,http://www.kongregate.com/games/Cyberdrax/roller-ball-plat,www.kongregate.com/games/cyberdrax/roller-ball-plat,1,1,2016-03-05,2016-03-05,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
97,Tactical Anomaly,http://www.kongregate.com/games/Dasius/tactical-anomaly,www.kongregate.com/games/dasius/tactical-anomaly,1,1,2016-03-07,2016-03-07,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
98,Digimon Pyramid Adventure,http://www.kongregate.com/games/qywlgame/digimon-pyramid-adventure,www.kongregate.com/games/qywlgame/digimon-pyramid-adventure,1,1,2016-03-16,2016-03-16,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
99,Journey through Wind and Fire I,http://www.kongregate.com/games/FBMGames/journey-through-wind-and-fire-i,www.kongregate.com/games/fbmgames/journey-through-wind-and-fire-i,1,1,2016-03-20,2016-03-20,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
100,SuperBall Idle,http://www.kongregate.com/games/joao8991/superball-idle,www.kongregate.com/games/joao8991/superball-idle,1,1,2016-03-24,2016-03-24,2016-06-06,count_source_probe,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,1,0,0,Escalate to broader list/account captures or external corroboration.
101,Aliens Hurry Home 2,http://www.kongregate.com/games/BenGAMEn/aliens-hurry-home-2,www.kongregate.com/games/bengamen/aliens-hurry-home-2,1,1,2016-05-06,2016-05-06,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
102,Hurdle Jump,http://www.kongregate.com/games/gamer70008000/hurdle-jump,www.kongregate.com/games/gamer70008000/hurdle-jump,1,1,2016-05-15,2016-05-15,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
103,What's inside the box?,http://www.kongregate.com/games/bontegames/whats-inside-the-box,www.kongregate.com/games/bontegames/whats-inside-the-box,1,1,2016-05-23,2016-05-23,2016-05-24,count_source_probe,,has_metrics,2,4,2,0,2016-05-24,2024-08-27,0,0,2,2016-05-24,19773,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
104,Atv Mashup,http://www.kongregate.com/games/win1game/atv-mashup,www.kongregate.com/games/win1game/atv-mashup,1,1,2016-05-24,2016-05-24,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
105,Kindness and PAI,http://www.kongregate.com/games/simpleicarus/kindness-and-pai,www.kongregate.com/games/simpleicarus/kindness-and-pai,1,1,2016-06-04,2016-06-04,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
106,Make It Fly 2.0,http://www.kongregate.com/games/gigaXD/make-it-fly-2-0,www.kongregate.com/games/gigaxd/make-it-fly-2-0,1,1,2016-06-05,2016-06-05,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
107,OrangeLandia,http://www.kongregate.com/games/manogyaacharya/orangelandia,www.kongregate.com/games/manogyaacharya/orangelandia,1,1,2016-06-13,2016-06-13,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
108,Dark Scary House Escape,http://www.kongregate.com/games/yolkgamez/dark-scary-house-escape,www.kongregate.com/games/yolkgamez/dark-scary-house-escape,1,1,2016-06-22,2016-06-22,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
109,Space Defender YM,http://www.kongregate.com/games/Yellowmen_Kit/space-defender-ym,www.kongregate.com/games/yellowmen_kit/space-defender-ym,1,1,2016-07-14,2016-07-14,2023-09-21,count_source_probe,,has_metrics,2,1,2,0,2023-09-21,2023-09-21,0,0,1,2023-09-21,180,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
110,Captain Reverso,http://www.kongregate.com/games/PaulHTML5/captain-reverso,www.kongregate.com/games/paulhtml5/captain-reverso,1,1,2016-07-20,2016-07-20,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
111,Space Hero,http://www.kongregate.com/games/george2222teodor/space-hero,www.kongregate.com/games/george2222teodor/space-hero,1,1,2016-07-27,2016-07-27,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
112,Nature Hidden Objects,http://www.kongregate.com/games/Kooxpi/nature-hidden-objects,www.kongregate.com/games/kooxpi/nature-hidden-objects,1,1,2016-08-05,2016-08-05,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
113,Shadow Adventure,http://www.kongregate.com/games/keybol/shadow-adventure,www.kongregate.com/games/keybol/shadow-adventure,1,1,2016-08-13,2016-08-13,2024-01-20,count_source_probe,,has_metrics,2,2,2,0,2024-01-20,2024-02-23,0,0,2,2024-01-20,323,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
114,Melon Madness,http://www.kongregate.com/games/WalrusSlayer44/melon-madness,www.kongregate.com/games/walrusslayer44/melon-madness,1,1,2016-08-20,2016-08-20,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
115,Spell Sorter,http://www.kongregate.com/games/314owen/spell-sorter,www.kongregate.com/games/314owen/spell-sorter,1,1,2016-08-28,2016-08-28,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
116,Square Jump: Revision of the Icy Tower,http://www.kongregate.com/games/marek123061/square-jump-revision-of-the-icy-tower,www.kongregate.com/games/marek123061/square-jump-revision-of-the-icy-tower,1,1,2016-09-03,2016-09-03,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
117,Unlock prototype,http://www.kongregate.com/games/zeeshahmad/unlock-prototype,www.kongregate.com/games/zeeshahmad/unlock-prototype,1,1,2016-09-16,2016-09-16,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
118,Adam and Eve 2,http://www.kongregate.com/games/fastgames/adam-and-eve-2,www.kongregate.com/games/fastgames/adam-and-eve-2,1,1,2016-09-17,2016-09-17,2026-06-29,live_metrics_json,,has_metrics,2,1,2,0,2026-03-01,2026-03-01,0,0,0,,,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
119,Retro Shuriken,http://www.kongregate.com/games/minininja956/retro-shuriken,www.kongregate.com/games/minininja956/retro-shuriken,1,1,2016-09-23,2016-09-23,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
120,Soul Shadows,http://www.kongregate.com/games/minininja956/soul-shadows,www.kongregate.com/games/minininja956/soul-shadows,1,1,2016-10-04,2016-10-04,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
121,Energy Bay,http://www.kongregate.com/games/IDnetGames/energy-bay,www.kongregate.com/games/idnetgames/energy-bay,1,1,2016-10-10,2016-10-10,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
122,Halloween Spooky Motocross,http://www.kongregate.com/games/vitalitygames/halloween-spooky-motocross,www.kongregate.com/games/vitalitygames/halloween-spooky-motocross,1,1,2016-10-17,2016-10-17,2026-06-29,live_metrics_json,,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
